HA4T,Hawker 4000,M
HAHU,HH-1 Hawker Hurricane,L
HAR,Harrier,M
HAW3,H2X Hawk 3,L
HAWK,T-45 Goshawk,M
HB21,HB-21 Hobbyliner,L
HB23,HB-23 Hobbyliner,L
HB3,HB-3,L
HCAT,F6F Hellcat,L
HD34,HD-34,M
HDJT,HA-420 HondaJet,L
HEAD,JD-1 Headwind,L
HERN,DH-114 Heron,L
HF20,HFB-320 Hansa,M
HI27,Hi-27 Acrostar,L
HIGH,Highlander,L
HIND,Hind,L
HL2,HL-2 Replica,L
HLD4,D-4 Replica,L
HM38,HM-380 Ladybug,L
HMNY,EV-97VLA Harmony,L
HN70,HN-700 Menestrel 2,L
HORN,Hornisse,L
HORZ,Horizon,L
HPZL,PZL P-11C,L
HR10,HR-100,L
HR20,HR-200 Acrobin,L
HROC,Rocket,L
HRYA,Ryan Trainer,L
HT16,HJT-16 Kiran,L
HT2,HT-2,L
HT32,HPT-32 Deepak,L
HT34,HTT-34,L
HT36,HJT-36 Sitara,L
HU1,HU-1 Seagull,L
HU2,HU-2 Petrel,L
HUCO,HueyCobra,L
HUML,Hummel Bird,L
HUMM,Hummingbird,L
HUNT,Hunter,M
HURI,Hurricane,L
HUSK,A-1 Husky,L
HW4P,Hawk 4,L
HW4T,Jet Hawk 4T,L
I103,Il-103,L
I114,Il-114,M
I115,I-115,L
I11B,I-11B Peque,L
I153,I-153,L
I15B,I-15bis,L
I16,I-16,L
I22,I-22 Iryda,M
I23,I-23 Manager,L
I3,I-3,L
I66,I-66 San Francisco,L
I828,IAR-828,L
IA46,IA-46 Ranquel,L
IA50,IA-50 Guarani 2,M
IA51,IA-51 Tehuelche,L
IA58,IA-58 Pucará,L
IA63,IA-63 Pampa,L
IFUR,Fury,L
IL14,Il-14,M
IL18,Il-18,M
IL28,Il-28,M
IL38,Il-38,M
IL62,Il-62,H
IL76,Il-76,H
IL86,Il-86,H
IL96,Il-96,H
IMPU,Impulse 100,L
IMPX,Impulse Xtreme 3000,L
ION,Ion,L
IP06,IPE-06 Curucaca,L
IP26,IPAI-26 Tuca,L
IP6A,IPE-06A,L
IPAN,Ipanema,L
IR21,IAR-821,L
IR22,IAR-822,L
IR23,IAR-823,L
IR24,IAR-824,L
IR25,IAR-825TP Triumf,L
IR27,IAR-827 Dacic,L
IR28,IAR-28MA,L
IR31,IAR-831 Pelican,L
IR46,IAR-46 Katty,L
IR99,IAR-99 Soim,L
IS2,IS-2,L
IS28,IS-28M2,L
ISAT,01 Isatis,L
ISPT,Spitfire,L
J1,J-1,L
J10,J-10,M
J177,JA-177,L
J2,J-2 Cub,L
J3,J-3 Cub,L
J300,J-300 Joker,L
J328,328JET Envoy 3,M
J4,J-4 Cub Coupe,L
J4B2,J4B2,L
J5,J-5 Cub Cruiser,L
J728,728JET,M
J8A,J-8-1,M
J8B,J-8-2,M
JAB2,Jabiru J160,L
JAB4,Jabiru J200,L
JABI,Jabiru LSA,L
JACE,Junior Ace,L
JAG2,JAG,L
JAGR,Jaguar,M
JAJ5,J-5 Marco,L
JAJ6,J-6 Fregata,L
JANU,Janus,L
JARO,Thruxton Jackaroo,L
JAST,Jastreb,L
JB1,X-JB-1 SeaDragon,L
JB15,JOB-15,L
JC01,JC-01,L
JC02,JC-02,L
JCOM,1121 Jet Commander,M
JCRU,Jetcruzer,L
JD2,JD-2 Delta,L
JDOE,John Doe,L
JE2,JE-2 Gyroplane,L
JH7,JH-7,M
JK05,JK-05 Beetle,L
JL9,JL-9 Shanying,M
JN76,JN-760 Cyclone Replica,L
JP10,JP-100 Kestrel,L
JPM1,JPM-01 Medoc,L
JPRO,145 Jet Provost,L
JRC1,JRC-01 Julcar,L
JS1,Jetstream 1,L
JS20,Jetstream 200,L
JS3,Jetstream 3,L
JS31,BAe-3100 Jetstream 31,L
JS32,BAe-3200 Jetstream Super 31,M
JS41,BAe-4100 Jetstream 41,M
JSQA,F-1300 Jet Squalus,L
JT2,JT-2 Titch,L
JU52,Ju-52/3m,M
JUN1,RK-1 Jungster 1,L
JUN2,RK-2 Jungster 2,L
JUNR,BO-208 Junior,L
JUPI,Jupiter,L
K126,Ka-126,L
K226,Ka-226 Sergei,L
K250,K-250,L
K35A,KC-135A Stratotanker,H
K35E,KC-135E Stratotanker,H
K35R,KC-135R Stratotanker,H
K50,A-50 Golden Eagle,M
K51,K-51 Peregrino,L
K8,K-8 Karakorum,L
KA25,Ka-25,M
KA26,Ka-26,L
KA27,Ka-27,M
KA50,Ka-50 Black Shark,M
KA52,Ka-52 Alligator,M
KA62,Ka-62,L
KAFI,Firefly,L
KAK1,AK-1,L
KATB,Twinbee,L
KE3,KE-3,H
KEHA,Sport Hawk,L
KELA,Lark,L
KELD,D,L
KFIR,Kfir,M
KFIS,EA-1 Kingfisher,L
KH4,KH-4,L
KIS2,KIS TR-1,L
KIS4,KIS TR-4 Cruiser,L
KITI,Kittiwake,L
KIWI,Kiwi,L
KK60,60 Coupe,L
KL07,Kl-107,L
KL25,L-25,L
KL35,Kl-35,L
KLBR,King Colbra,L
KM2,KM-2,L
KMAX,K-1200 K-Max,L
KNTW,Knight Twister,L
KODI,Kodiak,L
KOLL,Laser,L
KP2,KP-2 Sova,L
KP5,KP-5 Rapid 500,L
KR1,KR-1,L
KR2,KR-2,L
KR34,KR-34 Challenger,L
KRAG,Kraguj,L
KRAH,Krähe,L
KRIC,DK-1 Der Kricket,L
KSTK,M-12 Kasatik,L
KT1,KT-1 Woong-Bee,L
KTOO,J-6 Karatoo,L
KZ2,KZ-2 Kupe,L
KZ3,KZ-3,L
KZ4,KZ-4,L
KZ7,KZ-7 Laerke,L
KZ8,KZ-8,L
L10,L-10 Electra,L
L101,L-1011 TriStar,H
L11,11A Sedan,L
L11E,11E Spartan 185,L
L12,L-12 Electra Junior,L
L13,L-13,L
L13M,L-13 Blanik (single-engine conversions),L
L13S,L-13S Vivat,L
L14,L-14 Super Electra,M
L15,L-15,M
L159,L-159 Albatros 2,M
L18,L-18 Lodestar,M
L181,Liberty 181,L
L188,L-188 Electra,M
L200,L-200 Morava,L
L29,L-29 Delfin,L
L29A,L-1329 Jetstar 6,M
L29B,L-1329 Jetstar 2,M
L37,L-237 Ventura,M
L380,380 Ladybug,L
L39,L-39 Albatros,L
L40,L-40 Meta Sokol,L
L410,L-410 Turbolet,L
L5,L-5 Sentinel,L
L59,L-59,L
L6,L-6,L
L60,L-60 Brigadyr,L
L610,L-610,M
L70,L-70 Vinka,L
L8,8,L
L90,L-90TP Redigo,L
LA25,LA-250 Renegade,L
LA4,LA-4 Buccaneer,L
LA60,AL-60,L
LA8,LA-8 Flagman,L
LACO,LACO-125,L
LAE1,E-1 Antares 20E,L
LAKR,Akro Z,L
LAKX,LAK-X,L
LAMA,SA-315 Lama,L
LANC,683 Lancaster,M
LARK,100 Lark Commander,L
LAST,Lasta,L
LBUG,Lightning Bug,L
LCA,LCA Tejas,M
LCB,Commercial,L
LEG2,Legacy 2000,L
LEGD,Legend,L
LEOP,Leopard,L
LEVI,Levitation 4,L
LGEZ,61 Long-EZ,L
LH10,LH-10 Ellipse,L
LIBE,Bellaire,L
LION,Lionheart,L
LJ23,23,L
LJ24,24,L
LJ25,25,L
LJ28,28,L
LJ31,31,M
LJ35,35,M
LJ40,40,M
LJ45,45,M
LJ55,55,M
LJ60,60,M
LK17,LAK-17AT,L
LK19,LAK-19T,L
LK20,LAK-20M,L
LM5,LM-5 Aviastar,L
LM5X,LM-5 Super Cub,L
LM7,LM-7,L
LMK1,LMK-1 Oryx,L
LNC2,Lancair 200,L
LNC4,Lancair 4,L
LNCE,Lancair ES,L
LNP4,Lancair PropJet 4,L
LOCA,LoCamp,L
LOVE,WR-1 Love,L
LP1,LP-1 Fury,L
LR2T,2000,L
LS2,LS-2,L
LS8,LS-8T,L
LS9,LS-9,L
LSTR,Lite Star,L
LTNG,Lightning,M
LUL5,L-5,L
LUL6,L-6,L
LUL7,L-7,L
LUL8,L-8,L
LWIN,Australian LightWing GA-912,L
LWIS,Australian LightWing Speed,L
LX32,X-32 Bekas,L
LX34,X-34 Bekas,L
LYNX,Lynx,L
LYSA,Lysander,L
M10,M-10 Cadet,L
M101,M-101 Gzhel,L
M106,M-106 Mission,L
M110,110 Special,L
M15,M-15 Belphegor,L
M17,M-17 Stratosfera,M
M18,M-18 Dromader,L
M18T,M-18 Turbine Dromader,L
M200,Commander 200,L
M203,M-203 Barsuk,L
M20P,M-20,L
M20T,Bravo,L
M21,M-21 Dromader Mini,L
M212,M-212 Mission,L
M22,M-22 Mustang,L
M24,M-24 Dromader Super,L
M26,M-26 Air Wolf,L
M28,M-28 Skytruck,M
M2HK,M-2 Hawk Major,L
M308,MB-308,L
M326,MB-326,L
M339,MB-339,L
M360,Meyer-360,L
M4,M-4,L
M404,404,M
M5,M-5,L
M55,M-55 Geophysica,M
M6,M-6 Super Rocket,L
M7,M-7,L
M74,M-74 Wasp,L
M7T,M-7-420 Star Craft,L
M8,M-8,L
M9,M-9,L
MA1,MA-1 Paymaster,L
MA5,MA-5 Charger,L
MA60,MA-60,M
MA6H,MA-60H,M
MAGI,M-14 Magister,L
MAGN,Magnum,L
MAJR,LA-5 Major,L
MAMB,MA-2 Mamba,L
MAME,Merlin,L
MARS,Mars,M
MAVR,Maverick,L
MC10,Cricri,L
MC45,MAC-145,L
MC90,90,L
MCOU,Mini Coupe,L
MCOY,Coyote,L
MCR1,MC-100 Ban-Bi,L
MCR4,Lafayette 4 Revolution,L
MCUL,McCullocoupe,L
MD11,MD-11,H
MD3,MD-3 Swiss Trainer,L
MD3R,MD-3 Rider,L
MD52,MD-520N,L
MD60,MD-600N,L
MD81,MD-81,M
MD82,MD-82,M
MD83,MD-83,M
MD87,MD-87,M
MD88,MD-88,M
MD90,MD-90,M
ME08,Bf-108 Taifun,L
ME09,Bf-109,L
ME62,Me-262 Replica,L
MEAD,Adventure,L
MEL2,Melmoth 2,L
MERK,Merkury,L
MESS,M-38 Messenger,L
METR,Meteor,M
MEXP,Explorer,L
MF10,MFI-10 Vipan,L
MF17,MFI-17 Supporter,L
MG15,MiG-15,L
MG17,MiG-17,L
MG19,MiG-19,M
MG21,MiG-21,M
MG23,MiG-23,M
MG25,MiG-25,M
MG29,MiG-29,M
MG31,MiG-31,M
MG44,MiG 1-44,M
MGAT,MiG-AT,L
MGIC,Magic,L
MGNM,Magnum,L
MH02,MH-02,L
MH20,MH-2000,L
MI10,Mi-10,M
MI14,Mi-14,M
MI2,Mi-2,L
MI24,Mi-24,M
MI26,Mi-26,M
MI28,Mi-28,M
MI34,Mi-34,L
MI38,Mi-38,M
MI4,Mi-4,L
MI6,Mi-6,M
MI8,Mi-8,M
MICO,Microjet 200,L
MIDR,ACBA-8 Midour 2,L
MIMP,Mini-Imp,L
MIMU,MM-1 Midget Mustang,L
MIR2,Mirage 2000,M
MIRA,Mirage 3,M
MITE,M-18 Mite,L
MJ10,MJ-10 Spit,L
MJ12,MJ-12 P-40,L
MJ1H,MJ-100 Spitfire Replica,L
MJ2,MJ-2 Tempête,L
MJ3,MJ-3 Dart,L
MJ4,MJ-4 Shadow,L
MJ5,MJ-5 Sirocco,L
MJ53,MJ-53 Autan,L
MJ55,MJ-55 Biso,L
MJ7,MJ-7 Gnatsum,L
MJ77,MJ-77 Gnatsum,L
MJ8,MJ-8 1-Nine-0,L
MJ80,MJ-80 Focke-Wulf Fw-190 Replica,L
MJ9,MJ-9,L
MJ90,MJ-90 Messerschmitt Bf-109 Replica,L
MLER,Moottori-Lerche,L
MM14,M-14 Scout,L
MM16,M-16 Tandem Trainer,L
MM19,M-19 Shark,L
MM21,M-21,L
MM22,M-22 Voyager,L
MMAC,Mini-Mac,L
MMAX,Mad Max,L
MNEX,Nordic 8 Mini Explorer,L
MOCU,MonoCulp,L
MOGO,Mountain Goat,L
MOL1,1,L
MONA,M-17 Monarch,L
MONI,Moni,L
MOR2,2000 Nifty,L
MOSP,Sport,L
MOSQ,DH-98 Mosquito,M
MP20,MP-205 Busard,L
MR25,SR-2500 Super Rebel,L
MR35,SR-3500 Moose,L
MR3T,SR-3500 T-Moose,L
MRAI,Monerai P,L
MRAM,1-2 Mister America,L
MRF1,Mirage F1,M
MRMD,Mermaid,L
MRTN,Marathon,L
MS18,MS-200FG Morane,L
MS23,MS-230,L
MS25,MS-200RG Morane,L
MS30,MS-300 Epsilon 2,L
MS31,MS-315,L
MS73,MS-733 Alcyon,L
MS76,MS-760 Paris,L
MSAI,AI,L
MU2,MU-2,L
MU23,Saurier,L
MU30,MU-300 Diamond,M
MUS2,Mustang 2,L
MVN1,1 Fermer,L
MX10,MXP-100 Aventura,L
MX1T,MXP-1000 Tayrona,L
MX2,MX-2,L
MX65,MXP-650 Amigo,L
MX80,MXP-800 Fantasy,L
MY12,MY-102 Tornado,L
MY13,MY-103 Mistral,L
MYA4,M-4,H
MYS4,MD-454A Mystère 4A,M
N110,Ramier,L
N120,1200 Norecrin,L
N250,N-250,M
N260,260 Super Broussard,M
N262,N-262,M
N3,N-3 Citabriette,L
N320,3202,L
N340,3400,L
N3N,N3N,L
N5,N-5,L
NA40,NA-40 Bongo,L
NAL2,NALLA-2 Hansa,L
NAVI,Navion,L
NC85,NC-854,L
ND1T,NDN-1T Turbo Firecracker,L
NDAC,Aerocruiser,L
NDAT,Aerocruiser Turbo 450,L
NDIC,Nordic,L
NG4,NG-4 Prodigy IV,L
NH90,NH-90,M
NI28,28 Replica,L
NIBB,F-14 Nibbio,L
NIM,Nimrod,M
NIMB,Nimbus,L
NIPR,T-66 Nipper,L
NMCU,ECH-02 Namcu,L
NOMA,Nomad,L
NORA,Noratlas,M
NORS,Norseman,L
NPOR,Nieuport 17,L
NSTR,North Star,L
NT10,T-10,L
O1,Bird Dog,L
O3,YO-3,L
OH1,OH-1,L
OKHO,Okhotnik,L
OM1,OM-1 Bravo,L
OMAG,Magnum,L
OMGA,Omega 2,L
OMLA,Laser 300,L
OPCA,OA-7 Optica,L
OSCR,Oscar,L
OUDE,Desert Eagle 2,L
OVOD,Ovod,L
OZZI,BAC-204 Ozzie Mozzie,L
P1,XP-1,M
P100,P-100,L
P130,P-130 Bleu Citron,L
P136,P-136,L
P148,P-148,L
P149,P-149,L
P180,P-180 Avanti,L
P18T,PA-18T Super Cub,L
P19,P-19 Scricciolo,L
P2,Neptune,M
P210,P210 Pressurized Centurion,L
P220,P-220 Koala,L
P230,P-230 Panda,L
P270,P-270 Amster,L
P28A,Cherokee (PA-28-140/150/160/180),L
P28B,Cherokee (PA-28-235),L
P28R,Cherokee Arrow,L
P28T,Turbo Arrow 4,L
P3,P-3 Orion,M
P32R,Cherokee Lance,L
P32T,Turbo Lance 2,L
P337,P337 Pressurized Skymaster,L
P38,P-38 Lightning,M
P39,P-39 Airacobra,L
P40,P-40 Warhawk,L
P46T,Malibu Meridian,L
P47,P-47 Thunderbolt,M
P4Y,P4Y Privateer,M
P50,P-50 Bouvreuil,L
P51,P-51 Mustang,L
P57,P-57 Fachiro 2,L
P60,P-60 Minacro,L
P61,P-61 Black Widow,M
P63,P-63 Kingcobra,L
P66P,P-166,L
P66T,P-166DL3,L
P68,P-68,L
P68T,AP-68TP-300 Spartacus,L
P70,P-70,L
P750,750XL,L
P80,P-80,L
P82,P-82 Twin Mustang,M
PA11,PA-11 Cub Special,L
PA12,PA-12 Super Cruiser,L
PA14,PA-14 Family Cruiser,L
PA15,PA-15 Vagabond,L
PA16,PA-16 Clipper,L
PA17,PA-17 Vagabond,L
PA18,PA-18 Super Cub,L
PA20,PA-20 Pacer,L
PA22,PA-22 Tri-Pacer,L
PA23,PA-23-150 Apache,L
PA24,PA-24 Comanche,L
PA25,PA-25 Pawnee,L
PA27,Aztec,L
PA30,PA-30 Twin Comanche,L
PA31,Navajo,L
PA32,PA-32 Saratoga,L
PA34,PA-34 Seneca,L
PA36,PA-36 Pawnee Brave,L
PA38,PA-38 Tomahawk,L
PA44,PA-44 Seminole,L
PA46,Malibu,L
PAGO,ADV-01 Papango,L
PANT,Panther 2,L
PARL,Aerial,L
PAT2,Patriot 2,L
PAT4,T-1040,L
PAUL,CAP-4 Paulistinha,L
PAY1,PA-31T1-500 Cheyenne 1,L
PAY2,Cheyenne 2,L
PAY3,Cheyenne 3,L
PAY4,PA-42-1000 Cheyenne 400,L
PC12,PC-12,L
PC21,PC-21,L
PC6P,PC-6 Porter,L
PC6T,Turbo-Porter,L
PC7,PC-7,L
PC9,PC-9 Hudournik,L
PCA2,PCA-2,L
PDIG,SST-2000 Pairadigm,L
PEGA,F-20 Pegaso,L
PEGZ,Pegazair,L
PELI,Pelican,L
PEMB,P-66 Pembroke,L
PETR,Super Petrel,L
PGEE,Perigee,L
PGK1,PGK-1 Hirondelle,L
PHIL,Phillicopter,L
PICO,F-15 Picchio,L
PILL,PA-28R-300 Pillán,L
PINO,F-22 Pinguino,L
PISI,Sinus,L
PITA,Taurus,L
PIVI,Virus,L
PK11,PIK-11 Tumppu,L
PK15,PIK-15 Hinu,L
PK18,PIK-18 Sytky,L
PK19,PIK-19 Muhinu,L
PK20,PIK-20E,L
PK21,PIK-21 Super Sytky,L
PK23,PIK-23 Suhinu,L
PKAN,U-3M Pelikan,L
PL1,PL-1 Laminar,L
PL12,PL-12 Airtruk,L
PL2,PL-2,L
PL4,PL-4,L
PL9,PL-9 Stork,L
PLUS,Plus C,L
PNR2,Pioneer 200,L
PNR3,Pioneer 300,L
PO2,Po-2,L
PO60,60 Sauterelle,L
POLI,Polliwagen,L
PONY,Pony,L
PP2,P-2,L
PP3,P-3,L
PPRO,P-56 Provost,L
PRCE,P-57 Sea Prince,L
PREN,P-40 Prentice,L
PRET,GM&T Pretty Flight,L
PREX,Private Explorer,L
PRM1,390 Premier 1,L
PROC,Proctor,L
PROT,Parrot,L
PROW,Prowler,L
PRTS,281 Proteus,L
PSW4,SW-4 Maluch,L
PT21,P-210 Coati,L
PT22,PT-22 Recruit,L
PT70,P-170,L
PT80,P-180,L
PTMS,S-12 Macho Stinker,L
PTRL,Petrel,L
PTS1,S-1 Special,L
PTS2,S-2 Special,L
PTSS,S-1-11 Super Stinker,L
PULS,Pulsar,L
PUMA,CH-33 Puma,L
PUP,B-121 Pup,L
PURS,S-11 Pursuit,L
PUSH,Pusher,L
PW4,PW-4,L
PZ01,PZL-101 Gawron,L
PZ02,PZL-102 Kos,L
PZ04,PZL-104 Wilga,L
PZ05,PZL-105 Flaming,L
PZ06,PZL-106 Kruk,L
PZ12,PZL-112 Junior,L
PZ26,PZL-126 Mrówka,L
PZ3T,PZL-130 Orlik,L
PZ4M,PZL-104M Wilga 2000,L
PZ6T,PZL-106AT Turbo Javelin,L
Q5,Q-5,M
QAIL,Quail,L
QEST,Questor,L
QIC2,Quickie Q2,L
QR01,CQR-01,L
QUAS,Quasar Lite,L
QUIC,Quickie,L
R100,R-1180 Aiglon,L
R109,DR-109 Rhino,L
R11,R-11,L
R135,RC-135,H
R185,Rocket 185,L
R2,R-02 Robert,L
R200,R-2100 Super Club,L
R22,R-22 Beta,L
R300,R-300,L
R4,R-4 Hoverfly,L
R44,R-44 Raven,L
R66,R-66,L
R721,727-100RE Super 27,M
R722,727-200RE Super 27,M
R90F,R-90-230FG,L
R90R,R-90-230RG,L
R90T,R-90-420AT,L
RA14,RA-14 Loisirs,L
RA17,RA-17,L
RAF2,RAF-2000,L
RAID,Super Sky Raider,L
RAIL,Rail,L
RALL,MS-880 Rallye Club,L
RANG,Rangemaster,L
RARO,Radial Rocket,L
RAV5,Ravin 500,L
RAVN,Raven 257,L
RAZM,Raz-Mut,L
RBEL,Rebel,L
RC3,RC-3 Seabee,L
RC70,Commander 710,L
RD03,RD-03 Edelweiss,L
RD20,RD-20 Raid Driver,L
RDH2,DH-2,L
RELI,Reliant,L
RENE,Renegade,L
REV6,Revcon 6G,L
RF10,RF-10,L
RF3,RF-3,L
RF4,RF-4,L
RF47,RF-47,L
RF5,RF-5,L
RF6,RF-6,L
RF9,RF-9,L
RFAL,Rafale,M
RGNT,Regente,L
RJ03,RJ-03 Ibis,L
RJ1H,RJ-100 Avroliner,M
RJ70,RJ-70 Avroliner,M
RJ85,RJ-85 Avroliner,M
RK5,RK-5,L
RLU1,RLU-1 Breezy,L
RMOU,EH1-01 Rotormouse,L
RNGR,RangeR,L
RODS,DR-107 One Design,L
ROND,F-4 Rondone,L
ROSE,Windrose,L
RP1,RP-1,L
RPUP,Roto-Pup,L
RS12,S-12 Airaile,L
RS18,RS-180 Sportsman,L
RTA4,RTAF-4 Chandra,L
RUBI,ML-250 Rubis,L
RV10,RV-10,L
RV3,RV-3,L
RV4,RV-4,L
RV4T,RV-4T,L
RV6,RV-6,L
RV7,RV-7,L
RV8,RV-8,L
RV9,RV-9,L
RVAL,AH-2 Rooivalk,M
RW19,RW-19 Stork,L
RW20,RW-20 Stork,L
RW22,RW-22 Tiger Moth,L
RW26,RW-26 Special 2,L
RW3,RW-3 Multoplane,L
RYST,ST-A,L
S05F,S-205-18F,L
S05R,S-205-20R,L
S1,S-1,L
S10,10 Voyager,L
S107,107,L
S108,108 Voyager,L
S10S,S-10 Chrysalis,L
S11,S-11 Instructor,L
S12,S-12 Air Car,L
S200,S-200 Minijet,L
S202,S-202,L
S208,S-208,L
S21,S-21,L
S210,SE-210 Caravelle,M
S211,S-211,L
S223,223 Flamingo,L
S274,Shahed 274,L
S278,Shahed 278,L
S2P,S-2 Tracker,M
S2T,S-2 Turbo Tracker,M
S3,S-3 Viking,M
S330,330,L
S360,SA-360 Dauphin,L
S37,Su-47 Berkut,M
S38,S-38 Replica,L
S39,S-39,L
S4,S-4 Privateer,L
S400,S-400 Kapitan,L
S45,S-45 Mystere,L
S51,S-51,L
S51D,S-51D,L
S52,S-52,L
S55P,S-55,L
S55T,S-55T,L
S58P,S-58,L
S58T,S-58T,L
S601,SN-601 Corvette,L
S61,SH-3 Sea King,M
S61R,HH-3 Pelican,M
S62,HH-52 Seaguard,L
S64,S-64 Skycrane,M
S65C,SA-365C Dauphin 2,L
S76,S-76 Spirit,L
S900,S-901,L
S92,S-92 Helibus,M
SA02,SA-102.5 Cavalier,L
SA03,SA-103 Cavalier,L
SA04,SA-104 Cavalier,L
SA05,SA-105 Super Cavalier,L
SA10,SA-100 Starduster,L
SA11,SA-11 Playmate,L
SA20,SA-20,L
SA3,SA-3 Playboy,L
SA30,SA-300 Starduster Too,L
SA37,SA-2-37A Condor,L
SA38,SA-2-38A Twin Condor,L
SA50,SA-500 Starlet,L
SA6,SA-6 Flut-R-Bug,L
SA6E,SA-6 Envoy,L
SA7,SA-7 Sky-Coupe,L
SA70,SA-700 Acroduster,L
SA75,SA-750 Acroduster Too,L
SAB2,Sabre 2,L
SABA,Saba,L
SACE,Super Ace,L
SACR,Acro Advanced,L
SAFF,Saffire,L
SAH1,SAH-1,L
SAKO,S-10 Sakota,L
SALB,Albatross,L
SAND,S-25 Sandringham,M
SAPH,CP-1320 Saphir,L
SARA,Saras,L
SASP,Spitfire Mk25,L
SASY,PT-2 Sassy,L
SATA,HA-220 Super Saeta,L
SAVG,Savage,L
SB05,105,L
SB20,2000,M
SB29,J29,M
SB32,J32 Lansen,M
SB35,J35 Draken,M
SB37,AJ37 Viggen,M
SB39,JAS39 Gripen,M
SB7,SB-7 Seeker,L
SB91,91 Safir,L
SBD,SBD Dauntless,L
SBLS,SkyBlaster,L
SBM3,SBM-03 Kos,L
SBOY,Skyboy,L
SBR1,Sabreliner,M
SBR2,Sabre 75,M
SC01,SC-01 Speed Canard,L
SC7,SC-7 Skyvan,L
SCAM,Scamp,L
SCEP,Scepter,L
SCOM,Comet,L
SCOR,Scorpion,L
SCOU,Scout,L
SCRO,Schlacro,L
SCTR,Scooter,L
SCUB,Scub,L
SCW1,101,L
SD26,SD-260,L
SDUS,Super Starduster,L
SE5A,SE-5A,L
SE5R,SE-5A Replica,L
SEAT,Turbine Seawind,L
SEAW,Seawind,L
SERA,Aerocraft,L
SEST,SeaStar,L
SF2,SF-2 Cygnet,L
SF23,SF-23 Sperling,L
SF24,SF-24 Motorspatz,L
SF25,SF-25 Falke,L
SF27,SF-27M,L
SF28,SF-28 Tandem Falke,L
SF31,SFS-31 Milan,L
SF32,SF-32,L
SF34,340,M
SF35,SF-35,L
SF36,SF-36,L
SG37,SGM-2-37,L
SG70,SG-70 STOLGlass,L
SG92,Turbo Finist,L
SGRA,Rally,L
SGUP,377SGT Super Guppy,M
SH33,330,M
SH36,360,M
SH4,SH-4,L
SH5,SH-5,M
SHAC,696 Shackleton,M
SHAK,FM-2 Air Shark,L
SHAW,Sea Hawk,M
SHEA,Shearwater,L
SHEK,S-16 Shekari,L
SHER,Sherpa,L
SHIP,Airship,-
SHOE,Shoestring,L
SHOP,Skyhopper,L
SIDE,S Sidewinder,L
SIGM,Sigma,L
SILH,SA-60 Silhouette,L
SIR2,Sirius 2,L
SIRA,P-2002 Sierra,L
SJ30,SJ-30,L
SK70,SK-700,L
SKAR,Sky Arrow,L
SKIF,AeroSkiff,L
SKIM,Skimmer,L
SKRA,Sky Ranger,L
SKYO,Skyote,L
SKYR,Skyranger,L
SL1,SL-1 Star-Lite,L
SL39,SL-39,L
SL90,SL-90 Leshii,L
SM01,SM-01 Vega,L
SM19,SM-1019,L
SM20,SM-2000,L
SM60,SM-6000 Tri-Motor,L
SM92,SM-92 Finist,L
SMAX,M-22 SeaMax,L
SMB2,Super Mystère B2,M
SNAD,636 Snobird Adventurer,L
SNOS,SR-1 Snoshoo,L
SNS2,SNS-2 Guppy,L
SNS7,SNS-7 Hiperbipe,L
SNS9,SNS-9 EXP-2,L
SOK2,2,L
SOKL,M-1 Sokol,L
SOLI,77 Solitaire,L
SONX,Sonex,L
SP20,SP-20,L
SP33,33,L
SP55,SP-55,L
SP6E,P-6E Replica,L
SP7,Executive,L
SP91,SP-91 Slava,L
SP95,SP-95,L
SPA2,Sport-Aire 2,L
SPAR,Speed Arrow,L
SPC2,Specter 2,L
SPEL,Spitfire Elite,L
SPGY,Sportster Gyro,L
SPHA,SparrowHawk,L
SPIR,Spirit,L
SPIT,Spitfire,L
SPOR,Sport 1700,L
SPR2,Sparrow 2,L
SPST,Sportster,L
SPT1,Mark 1,L
SQ2T,SQ-2000,L
SQES,SkyQuest,L
SR20,SR-20,L
SR22,SR-22,L
SR71,SR-71 Blackbird,M
SRAC,Sport Racer,L
SRAI,Sonerai,L
SRAS,Senior Aero Sport,L
SREY,SeaRey,L
SS2P,S-2 Ag Commander,L
SS2T,S-2R-T34 Turbo Thrush,L
SSAB,F-100 Super Sabre,M
SSTM,Sea Storm,L
ST1,E2E Speedtwin,L
ST10,ST-10,L
ST30,S-300,L
ST50,ST-50,L
ST60,S-600,L
ST75,75 Kaydet,L
ST87,ST-87 Europlane,L
STAL,Stallion,L
STAR,2000 Starship,L
STAT,Turbine Stallion,L
STCH,Storch,L
STFF,Firefly,L
STIL,T-9 Stiletto,L
STLN,Stallion,L
STOR,SS-4 Storch,L
STR2,S-2,L
STRA,Lone Ranger,L
STRI,Triplane Replica,L
STRM,Storm,L
STST,SA-2 Star Streak,L
SU15,Su-15,M
SU17,Su-17,M
SU24,Su-24,M
SU25,Su-25,M
SU26,Su-26,L
SU27,Su-27,M
SU29,Su-29,L
SU31,Su-31,L
SU38,Su-38,L
SU7,Su-7,M
SU80,Su-80,M
SU95,Superjet 100-95,M
SUBA,FA-200 Aero Subaru,L
SUCO,SuperCobra,M
SUNB,100 Sunbird,L
SUNV,Super Universal,L
SURU,IPT-16 Surubim,L
SUSO,SS-2000 Super Solution,L
SV4,SV-4,L
SVNH,MXP-740 Savannah,L
SW2,SA-26 Merlin 2,L
SW3,Merlin 3,L
SW4,Merlin 4,L
